manufacturer,aspiration,doors,body,drive,engine_location,engine_type,cylinders,fuel_system,horsepower,peak_rpm,city_mpg,highway_mpg,price,diesel,gas
mitsubishi,turbo,four,convertible,rwd,front,ohc,four,mpfi,110.0,4150.0,25,30,13645.0,0,1
alfa-romero,std,four,sedan,fwd,front,dohc,four,idi,112.0,4800.0,15,37,8495.0,0,1
mitsubishi,std,four,sedan,4wd,front,ohc,four,idi,121.0,4800.0,17,37,7975.0,0,1
audi,std,two,hatchback,fwd,front,ohc,four,mpfi,102.0,5000.0,26,32,13645.0,0,1
volvo,std,four,hatchback,fwd,front,ohc,four,mpfi,69.0,5000.0,24,32,17199.0,0,1
toyota,turbo,two,hatchback,fwd,front,ohcv,four,idi,110.0,4800.0,31,28,15645.0,0,1
honda,turbo,four,hatchback,rwd,front,ohc,four,mpfi,90.0,5500.0,31,43,21105.0,0,1
dodge,std,four,hatchback,fwd,front,ohc,six,2bbl,116.0,5000.0,31,29,9095.0,0,1
toyota,std,four,hatchback,4wd,front,ohc,four,mpfi,62.0,5500.0,29,41,23875.0,0,1
porsche,turbo,four,hatchback,fwd,front,ohc,four,mpfi,94.0,5500.0,19,32,6785.0,0,1
mercedes-benz,std,four,sedan,rwd,front,ohc,four,idi,155.0,5500.0,15,38,6189.0,0,1
audi,std,two,sedan,fwd,front,ohc,four,2bbl,116.0,5500.0,31,24,12290.0,0,1
nissan,std,two,hatchback,rwd,front,ohc,four,mpfi,162.0,5200.0,27,24,21105.0,1,0
chevrolet,std,four,hatchback,fwd,front,rotor,four,mfi,69.0,5200.0,31,37,34184.0,0,1
dodge,std,four,convertible,fwd,front,ohcf,four,mpfi,70.0,4800.0,24,32,11694.0,0,1
plymouth,std,four,hatchback,fwd,front,dohc,six,idi,68.0,5400.0,18,25,9233.0,0,1
nissan,turbo,four,sedan,fwd,front,ohc,four,2bbl,104.256157635468,5000.0,16,42,13499.0,1,0
dodge,std,four,sedan,fwd,front,ohc,four,2bbl,116.0,5500.0,14,27,32528.0,0,1
chevrolet,turbo,four,hatchback,rwd,front,ohc,four,idi,69.0,5500.0,17,23,7689.0,0,1
dodge,std,two,hatchback,rwd,front,ohc,four,2bbl,88.0,4800.0,17,29,8058.0,0,1
volvo,std,two,wagon,rwd,front,ohc,four,2bbl,155.0,4800.0,15,27,15750.0,0,1
mercedes-benz,std,four,hatchback,fwd,front,ohcf,five,mpfi,62.0,4800.0,17,38,13499.0,0,1
honda,std,two,sedan,rwd,front,ohc,four,mpfi,110.0,4800.0,28,24,5118.0,0,1
saab,std,two,sedan,fwd,front,ohcv,four,mpfi,207.0,6000.0,27,22,10698.0,0,1
plymouth,std,two,wagon,fwd,front,ohc,five,mpfi,123.0,4500.0,19,42,6989.0,1,0
mazda,turbo,two,sedan,fwd,front,ohc,four,idi,85.0,4800.0,26,25,7099.0,0,1
bmw,std,four,sedan,fwd,front,ohc,four,mpfi,68.0,4150.0,14,31,18399.0,0,1
peugot,turbo,two,hatchback,rwd,front,ohc,six,4bbl,68.0,4800.0,30,38,6377.0,0,1
toyota,std,two,hatchback,fwd,front,ohc,four,mpfi,114.0,5400.0,19,24,16558.0,0,1
volvo,turbo,four,hatchback,rwd,front,ohc,four,1bbl,156.0,4800.0,38,30,7898.0,0,1
mitsubishi,std,four,sedan,rwd,front,l,four,1bbl,85.0,5500.0,19,41,5151.0,0,1
toyota,std,two,wagon,rwd,front,ohc,eight,mpfi,134.0,5125.369458128079,24,33,12964.0,0,1
jaguar,std,two,wagon,rwd,front,rotor,six,2bbl,114.0,4200.0,19,22,7299.0,0,1
peugot,turbo,four,sedan,fwd,front,ohc,four,mpfi,121.0,4800.0,17,30,18620.0,0,1
plymouth,std,four,sedan,rwd,front,ohc,four,mpfi,111.0,5800.0,27,34,7395.0,0,1
toyota,std,four,hatchback,fwd,front,ohc,four,mpfi,95.0,4800.0,28,31,8495.0,0,1
peugot,std,two,hatchback,fwd,front,ohcf,four,2bbl,48.0,5000.0,24,42,8845.0,0,1
mazda,std,four,sedan,fwd,front,ohc,four,spdi,116.0,4800.0,31,20,16630.0,0,1
volkswagen,std,two,hardtop,fwd,front,ohc,four,1bbl,69.0,5400.0,22,30,6229.0,0,1
honda,std,two,hatchback,fwd,front,dohc,four,mpfi,106.0,5400.0,27,24,36880.0,0,1
chevrolet,std,four,hatchback,fwd,front,rotor,four,mpfi,68.0,5200.0,23,54,6229.0,1,0
peugot,std,four,sedan,rwd,rear,ohc,four,2bbl,207.0,5500.0,19,30,22625.0,0,1
subaru,std,four,hardtop,fwd,front,ohc,four,1bbl,76.0,4150.0,24,30,7957.0,0,1
peugot,std,four,hatchback,rwd,front,ohc,six,2bbl,102.0,5500.0,27,31,12945.0,1,0
volvo,std,four,sedan,rwd,front,ohc,four,mpfi,88.0,5000.0,18,38,8921.0,0,1
porsche,turbo,four,hatchback,rwd,front,ohcf,four,idi,116.0,5200.0,31,38,36880.0,0,1
isuzu,std,two,hatchback,rwd,front,ohc,four,1bbl,68.0,5500.0,30,24,13950.0,0,1
toyota,std,four,hatchback,fwd,front,ohcf,four,mpfi,101.0,4150.0,21,24,7799.0,0,1
bmw,std,four,hatchback,4wd,front,ohc,four,2bbl,86.0,4750.0,27,24,7957.0,0,1
saab,std,two,sedan,rwd,front,ohc,six,idi,110.0,5600.0,31,32,11850.0,0,1
chevrolet,std,four,hatchback,fwd,front,ohc,six,2bbl,112.0,4800.0,30,23,16503.0,0,1
renault,std,two,sedan,fwd,front,ohcf,four,1bbl,68.0,5000.0,26,32,12170.0,0,1
mercedes-benz,std,two,sedan,fwd,front,ohc,four,idi,70.0,4800.0,22,29,7499.0,1,0
plymouth,std,two,hatchback,fwd,front,ohcv,four,2bbl,94.0,5200.0,21,26,7775.0,1,0
toyota,std,four,hatchback,fwd,front,ohc,four,2bbl,70.0,4800.0,25,25,8921.0,1,0
mazda,turbo,four,wagon,rwd,front,ohc,four,mpfi,155.0,6000.0,19,30,6377.0,0,1
volkswagen,std,four,wagon,fwd,front,ohcv,four,spdi,123.0,4150.0,16,25,10198.0,1,0
volkswagen,turbo,two,hatchback,fwd,front,ohc,four,2bbl,69.0,5400.0,28,37,13415.0,0,1
peugot,turbo,two,sedan,fwd,front,l,four,mpfi,90.0,5000.0,31,42,11199.0,0,1
volvo,turbo,two,sedan,rwd,front,rotor,six,mpfi,84.0,6600.0,19,32,7738.0,0,1
toyota,std,four,sedan,fwd,front,ohcv,four,spdi,161.0,5000.0,24,33,10595.0,0,1
mitsubishi,std,four,sedan,rwd,front,ohcv,four,1bbl,88.0,5200.0,22,24,13950.0,0,1
nissan,turbo,four,sedan,rwd,front,ohc,four,2bbl,134.0,4800.0,26,33,15040.0,1,0
honda,turbo,two,convertible,fwd,front,ohc,four,2bbl,68.0,5500.0,37,33,30760.0,0,1
toyota,std,two,convertible,fwd,rear,ohc,four,mpfi,68.0,5500.0,24,29,12764.0,0,1
mitsubishi,std,four,sedan,fwd,front,ohc,four,2bbl,68.0,5400.0,37,20,12764.0,0,1
audi,std,four,wagon,fwd,front,dohc,four,mpfi,88.0,5200.0,26,26,22018.0,0,1
dodge,std,four,sedan,fwd,front,ohc,six,2bbl,76.0,5200.0,19,37,12764.0,0,1
volkswagen,std,four,hatchback,fwd,front,ohcv,four,2bbl,84.0,5200.0,26,25,8238.0,0,1
volvo,std,four,hatchback,fwd,front,ohc,six,2bbl,134.0,5000.0,26,22,6295.0,0,1
volkswagen,std,four,hatchback,fwd,front,ohc,four,1bbl,162.0,4750.0,37,29,11245.0,1,0
volkswagen,std,four,hardtop,fwd,front,ohc,four,mpfi,116.0,6000.0,37,37,7609.0,0,1
volkswagen,std,four,wagon,fwd,front,ohcf,four,1bbl,68.0,5200.0,24,46,8845.0,1,0
mazda,std,four,sedan,fwd,front,ohcf,four,mpfi,56.0,5000.0,18,25,15998.0,1,0
peugot,std,four,hatchback,fwd,front,ohcv,four,2bbl,92.0,5400.0,19,30,10245.0,0,1
toyota,std,four,sedan,fwd,front,ohc,four,mpfi,142.0,5000.0,31,25,6488.0,0,1
honda,turbo,four,hatchback,fwd,front,ohc,four,mpfi,68.0,4800.0,28,29,34028.0,0,1
toyota,std,two,hatchback,fwd,front,ohc,five,2bbl,100.0,4800.0,45,34,19045.0,0,1
volvo,std,four,hatchback,fwd,front,l,four,2bbl,207.0,4800.0,38,37,18150.0,1,0
nissan,turbo,two,wagon,rwd,front,ohcv,four,2bbl,68.0,5500.0,22,20,13200.0,0,1
subaru,turbo,four,hatchback,rwd,front,ohc,four,2bbl,62.0,5400.0,19,34,11595.0,0,1
bmw,turbo,four,sedan,rwd,front,ohcv,four,2bbl,97.0,4500.0,21,31,8058.0,0,1
nissan,std,two,sedan,fwd,front,ohc,four,2bbl,145.0,5500.0,19,32,11248.0,0,1
toyota,std,two,hatchback,4wd,front,ohc,four,2bbl,76.0,5250.0,25,30,37028.0,0,1
mitsubishi,std,four,sedan,fwd,front,ohc,four,1bbl,152.0,5200.0,27,37,7129.0,1,0
honda,std,two,sedan,rwd,front,ohc,four,mpfi,84.0,4800.0,15,27,7775.0,0,1
mazda,std,two,hatchback,fwd,front,ohcf,four,idi,68.0,5125.369458128079,19,32,7463.0,1,0
toyota,std,four,sedan,rwd,front,ohc,four,mpfi,123.0,5500.0,30,30,7609.0,0,1
volvo,turbo,two,hatchback,fwd,front,ohc,four,spdi,69.0,5000.0,27,32,15690.0,0,1
volkswagen,turbo,two,wagon,fwd,front,ohc,four,mpfi,140.0,5500.0,16,37,11850.0,0,1
toyota,std,two,hatchback,fwd,front,ohc,four,2bbl,152.0,5800.0,38,37,41315.0,1,0
toyota,turbo,four,sedan,fwd,front,ohc,four,mpfi,95.0,5500.0,31,27,8358.0,0,1
toyota,std,two,sedan,rwd,front,ohc,four,4bbl,72.0,5200.0,31,50,31600.0,0,1
volvo,turbo,two,sedan,fwd,front,ohcv,four,mpfi,69.0,5000.0,31,18,35550.0,0,1
toyota,std,four,wagon,rwd,front,ohc,eight,2bbl,111.0,5200.0,37,24,6377.0,0,1
mitsubishi,turbo,two,hatchback,fwd,front,ohc,four,2bbl,69.0,5000.0,24,19,5399.0,1,0
toyota,std,two,hatchback,fwd,front,ohc,four,mpfi,123.0,4350.0,38,34,8845.0,1,0
plymouth,std,four,sedan,fwd,front,ohc,five,mpfi,68.0,4650.0,20,37,7898.0,1,0
bmw,std,two,sedan,rwd,front,ohcv,four,2bbl,111.0,4800.0,23,28,9989.0,0,1
volvo,std,two,sedan,rwd,front,ohc,four,spdi,55.0,5200.0,31,30,6669.0,0,1
toyota,std,two,wagon,fwd,front,ohc,four,2bbl,94.0,4800.0,31,50,10295.0,1,0
audi,std,two,sedan,rwd,front,ohc,four,mpfi,85.0,5000.0,30,30,7738.0,0,1
nissan,std,four,sedan,fwd,front,ohc,four,2bbl,160.0,6000.0,30,28,7738.0,0,1
volkswagen,std,two,sedan,fwd,front,ohcf,six,2bbl,200.0,4800.0,26,53,10898.0,0,1
subaru,std,four,sedan,fwd,front,ohc,four,2bbl,78.0,5500.0,17,28,7609.0,0,1
honda,std,four,wagon,fwd,front,ohc,six,mpfi,68.0,5200.0,31,32,12629.0,0,1
alfa-romero,std,four,hatchback,4wd,front,ohc,four,2bbl,70.0,5200.0,26,32,41315.0,0,1
nissan,std,two,sedan,fwd,front,dohc,four,mpfi,70.0,5200.0,19,39,40960.0,0,1
bmw,std,four,sedan,fwd,front,l,four,spdi,102.0,5000.0,17,38,5572.0,0,1
nissan,std,two,sedan,fwd,front,ohc,four,mpfi,95.0,5500.0,17,24,13499.0,0,1
nissan,std,four,hatchback,rwd,front,ohcv,four,spdi,116.0,4800.0,38,30,7775.0,1,0
audi,std,four,sedan,fwd,front,ohc,four,1bbl,62.0,4800.0,19,38,22470.0,0,1
bmw,std,four,sedan,rwd,front,ohc,four,mpfi,88.0,5500.0,28,25,15985.0,0,1
subaru,std,two,sedan,fwd,front,dohc,four,idi,104.256157635468,4800.0,26,30,9295.0,0,1
toyota,std,four,hatchback,fwd,front,l,six,idi,262.0,5500.0,27,24,18399.0,0,1
nissan,std,four,sedan,fwd,rear,ohc,four,mpfi,60.0,4800.0,27,30,16500.0,0,1
volkswagen,std,two,sedan,rwd,front,l,four,mpfi,110.0,4500.0,30,23,36000.0,0,1
subaru,std,two,hatchback,fwd,front,ohc,six,2bbl,48.0,4800.0,19,24,14489.0,1,0
mercedes-benz,std,two,sedan,rwd,front,ohc,six,mpfi,73.0,4800.0,26,23,6575.0,0,1
peugot,std,two,hatchback,fwd,front,ohc,four,mpfi,110.0,6000.0,37,38,7126.0,0,1
renault,std,two,sedan,fwd,front,ohc,four,4bbl,101.0,5000.0,27,25,10295.0,0,1
peugot,turbo,four,wagon,rwd,front,ohc,four,idi,262.0,4800.0,28,25,11048.0,1,0
volkswagen,std,two,hatchback,fwd,front,ohc,four,2bbl,86.0,4250.0,30,24,13645.0,0,1
honda,turbo,two,wagon,fwd,front,ohc,four,mpfi,68.0,5200.0,23,38,15250.0,0,1
toyota,turbo,four,hatchback,rwd,front,l,four,spdi,112.0,5125.369458128079,24,30,10698.0,0,1
nissan,std,four,sedan,rwd,front,ohcv,two,mpfi,86.0,5125.369458128079,30,25,7299.0,0,1
mitsubishi,std,two,hardtop,rwd,front,l,four,mpfi,114.0,4800.0,17,32,11248.0,0,1
subaru,std,two,sedan,fwd,front,ohc,six,2bbl,70.0,5000.0,13,38,8921.0,0,1
mitsubishi,std,two,hatchback,rwd,front,ohc,four,mpfi,72.0,5800.0,19,41,7129.0,0,1
volvo,std,two,sedan,rwd,front,ohc,four,mpfi,88.0,5800.0,17,38,7775.0,0,1
nissan,std,two,sedan,fwd,front,dohc,four,mpfi,114.0,5400.0,24,38,9495.0,0,1
toyota,std,four,wagon,fwd,front,ohc,four,mpfi,121.0,5500.0,21,16,7775.0,1,0
bmw,std,two,hatchback,fwd,front,ohc,six,mpfi,116.0,5200.0,27,22,18950.0,1,0
audi,turbo,four,sedan,rwd,front,ohc,four,mpfi,106.0,4800.0,26,26,31600.0,0,1
toyota,std,four,wagon,rwd,front,ohc,four,idi,68.0,5000.0,27,27,7975.0,0,1
saab,std,four,wagon,rwd,front,ohc,six,2bbl,95.0,5200.0,31,24,10198.0,1,0
volkswagen,std,four,wagon,fwd,front,ohcf,four,2bbl,152.0,5500.0,24,33,7349.0,0,1
honda,std,four,sedan,fwd,front,ohc,four,idi,55.0,5500.0,14,34,35550.0,0,1
jaguar,turbo,four,hatchback,fwd,front,dohc,four,2bbl,78.0,5500.0,31,18,14869.0,0,1
mitsubishi,std,two,sedan,rwd,front,ohc,six,mpfi,111.0,5500.0,28,22,17199.0,0,1
nissan,std,two,sedan,fwd,front,ohcf,four,2bbl,116.0,4800.0,31,38,37028.0,1,0
peugot,std,four,hatchback,fwd,front,ohc,four,mpfi,70.0,5200.0,26,28,7898.0,1,0
volkswagen,std,two,hatchback,rwd,rear,ohc,four,mpfi,84.0,5200.0,26,34,9549.0,0,1
toyota,std,four,hatchback,fwd,front,ohcf,four,mpfi,70.0,4500.0,31,29,21485.0,0,1
toyota,std,four,sedan,fwd,front,ohc,four,spdi,116.0,5500.0,15,32,31600.0,0,1
mitsubishi,turbo,two,sedan,fwd,front,ohc,four,mpfi,114.0,5900.0,26,47,28176.0,0,1
porsche,std,two,sedan,fwd,front,ohc,four,mfi,102.0,5000.0,28,27,15750.0,0,1
toyota,std,four,hatchback,fwd,front,ohc,six,mpfi,207.0,5200.0,27,34,15998.0,0,1
audi,std,four,hatchback,4wd,front,ohc,four,idi,69.0,5100.0,31,31,16695.0,0,1
mitsubishi,turbo,two,sedan,fwd,front,l,four,2bbl,69.0,5800.0,16,37,13499.0,0,1
mitsubishi,std,four,sedan,fwd,front,ohcf,four,mpfi,111.0,4800.0,28,28,11595.0,1,0
dodge,std,four,sedan,rwd,front,ohc,six,2bbl,68.0,4250.0,36,37,11248.0,0,1
toyota,std,two,hatchback,rwd,front,ohc,four,2bbl,135.0,5200.0,16,34,6692.0,0,1
saab,std,four,hatchback,rwd,front,ohc,four,mpfi,116.0,4250.0,31,22,24565.0,0,1
nissan,turbo,four,wagon,rwd,front,ohcv,four,1bbl,68.0,6000.0,25,34,45400.0,0,1
volvo,std,four,sedan,fwd,front,ohc,six,mpfi,101.0,4800.0,49,33,21485.0,0,1
bmw,std,four,wagon,fwd,front,ohc,two,2bbl,145.0,5200.0,25,22,18150.0,0,1
peugot,std,four,hatchback,fwd,front,ohcv,four,2bbl,123.0,5500.0,38,25,13295.0,0,1
nissan,turbo,four,hardtop,4wd,front,dohc,four,mpfi,102.0,4500.0,24,24,10698.0,0,1
jaguar,std,four,sedan,fwd,front,l,two,2bbl,68.0,5000.0,18,41,5572.0,0,1
toyota,std,four,convertible,fwd,front,ohc,four,2bbl,97.0,5100.0,19,46,23875.0,0,1
volvo,std,four,wagon,rwd,front,ohc,four,2bbl,76.0,5800.0,22,24,16500.0,0,1
volvo,std,four,hatchback,rwd,front,ohc,four,mpfi,73.0,5200.0,24,37,19699.0,0,1
bmw,std,four,sedan,rwd,front,ohc,four,mpfi,52.0,4800.0,23,30,9995.0,0,1
toyota,turbo,four,hatchback,rwd,front,ohc,four,mfi,162.0,5000.0,15,34,6479.0,0,1
nissan,std,two,wagon,rwd,front,ohc,four,mpfi,69.0,5500.0,26,25,9980.0,0,1
nissan,std,two,hatchback,fwd,front,ohc,six,2bbl,116.0,5400.0,19,28,19699.0,0,1
audi,std,four,sedan,fwd,front,ohcf,four,mpfi,134.0,5400.0,19,26,16500.0,0,1
jaguar,std,two,sedan,fwd,front,ohc,four,mpfi,86.0,5400.0,25,23,7295.0,0,1
mercedes-benz,std,two,sedan,rwd,front,ohc,four,mpfi,88.0,5500.0,19,37,18150.0,0,1
mitsubishi,std,two,sedan,rwd,front,ohc,four,mpfi,145.0,5500.0,19,24,8358.0,1,0
porsche,std,four,hardtop,fwd,front,ohcf,four,2bbl,262.0,5200.0,38,34,40960.0,0,1
mitsubishi,std,four,hatchback,rwd,front,ohc,four,mpfi,95.0,4350.0,21,32,15250.0,0,1
volvo,std,two,wagon,fwd,front,ohc,four,mpfi,73.0,6600.0,38,30,9295.0,0,1
toyota,turbo,two,hatchback,fwd,front,ohc,six,mpfi,70.0,4800.0,21,37,15690.0,0,1
volvo,turbo,four,hatchback,fwd,front,ohc,four,mpfi,76.0,6000.0,23,38,24565.0,0,1
mitsubishi,turbo,two,hatchback,fwd,front,ohc,four,mpfi,123.0,6000.0,27,31,22018.0,0,1
honda,std,two,hatchback,fwd,front,ohc,twelve,2bbl,160.0,5400.0,18,42,12629.0,0,1
porsche,std,two,sedan,4wd,rear,ohcv,four,4bbl,95.0,4800.0,18,43,9298.0,0,1
dodge,std,four,sedan,rwd,front,ohc,four,mpfi,111.0,5500.0,26,27,16695.0,1,0
subaru,std,four,hatchback,rwd,front,ohc,four,2bbl,92.0,4750.0,30,24,9549.0,0,1
honda,std,four,sedan,fwd,front,ohc,four,2bbl,110.0,4200.0,22,20,8921.0,0,1
mazda,std,four,hatchback,fwd,front,ohc,six,mpfi,156.0,5000.0,28,36,6785.0,1,0
mazda,std,two,hatchback,fwd,front,ohc,four,2bbl,92.0,4500.0,23,25,7775.0,1,0
saab,std,two,hatchback,rwd,front,ohcf,five,1bbl,101.0,4800.0,23,28,7463.0,0,1
renault,turbo,four,wagon,fwd,front,ohc,four,2bbl,154.0,4500.0,14,24,15690.0,0,1
dodge,std,four,sedan,fwd,front,ohc,four,2bbl,161.0,6600.0,38,33,9233.0,1,0
volkswagen,std,four,sedan,rwd,front,ohc,eight,2bbl,68.0,5500.0,37,25,8921.0,1,0
mazda,turbo,two,sedan,rwd,front,ohc,four,mpfi,95.0,4800.0,23,23,6695.0,1,0
mitsubishi,std,two,hatchback,fwd,front,ohc,four,spdi,184.0,5400.0,23,26,11845.0,1,0
honda,std,four,sedan,rwd,front,l,two,mpfi,76.0,4200.0,17,42,11845.0,0,1
toyota,std,four,wagon,fwd,front,ohc,four,2bbl,70.0,4500.0,30,38,15998.0,0,1
mitsubishi,std,four,wagon,fwd,front,ohc,six,2bbl,116.0,4800.0,25,30,12940.0,0,1
honda,turbo,four,convertible,fwd,front,ohc,four,mpfi,70.0,4800.0,24,42,5572.0,0,1
mitsubishi,std,four,sedan,rwd,front,ohc,two,mpfi,134.0,5500.0,24,37,36000.0,0,1
porsche,turbo,two,sedan,fwd,front,ohc,four,mpfi,140.0,5800.0,20,30,36880.0,0,1
nissan,std,four,sedan,rwd,front,ohc,five,idi,207.0,5200.0,28,31,8778.0,1,0
volkswagen,std,four,hatchback,fwd,front,ohc,four,mfi,121.0,4800.0,19,31,18620.0,0,1
volkswagen,std,four,wagon,fwd,front,ohcf,four,mpfi,102.0,6000.0,19,23,7957.0,0,1
toyota,std,two,sedan,fwd,front,ohc,six,spfi,121.0,6000.0,27,23,9959.0,0,1
porsche,std,two,sedan,fwd,front,ohc,six,idi,102.0,5100.0,37,46,16925.0,0,1
toyota,std,four,sedan,rwd,front,ohc,four,spdi,72.0,4800.0,31,38,8499.0,1,0
honda,std,four,sedan,fwd,front,ohc,four,idi,68.0,4400.0,19,28,7609.0,0,1
subaru,turbo,two,wagon,fwd,front,ohc,four,2bbl,69.0,4150.0,27,34,15250.0,0,1
dodge,std,four,hatchback,fwd,front,ohc,four,mpfi,76.0,5200.0,24,37,5118.0,0,1
mitsubishi,std,four,sedan,fwd,front,ohc,four,mpfi,207.0,6000.0,26,42,9989.0,0,1
toyota,std,four,wagon,rwd,front,rotor,four,mpfi,69.0,5000.0,31,19,15580.0,0,1
volkswagen,std,four,convertible,fwd,front,ohc,six,idi,116.0,6000.0,31,28,5399.0,0,1
bmw,std,four,hardtop,fwd,front,dohc,four,mpfi,160.0,5500.0,24,30,15580.0,1,0
nissan,std,two,sedan,fwd,front,ohcf,four,2bbl,115.0,5500.0,19,27,14869.0,0,1
mercedes-benz,std,two,sedan,rwd,front,ohc,four,2bbl,76.0,5500.0,28,50,10295.0,1,0
isuzu,std,two,hatchback,rwd,front,ohcf,four,mpfi,116.0,5500.0,22,30,5348.0,0,1
mitsubishi,std,four,sedan,4wd,front,ohc,four,mpfi,97.0,5200.0,19,24,6295.0,0,1
peugot,turbo,four,sedan,fwd,front,ohc,five,2bbl,102.0,4800.0,24,43,18950.0,0,1
mazda,std,four,hatchback,rwd,front,ohc,six,spdi,140.0,5500.0,16,37,12440.0,1,0
toyota,turbo,four,sedan,fwd,front,ohc,four,mpfi,102.0,4150.0,22,37,36000.0,1,0
mazda,std,two,sedan,rwd,front,ohc,four,2bbl,110.0,4800.0,37,25,17450.0,0,1
mercedes-benz,turbo,two,hardtop,rwd,front,ohc,six,2bbl,104.256157635468,6000.0,26,46,6795.0,0,1
volkswagen,turbo,two,hatchback,4wd,front,ohc,three,mpfi,160.0,5200.0,31,38,5389.0,0,1
mercedes-benz,std,four,sedan,rwd,front,l,five,2bbl,69.0,4750.0,31,31,7995.0,0,1
volvo,std,four,sedan,fwd,front,ohc,four,mpfi,62.0,4150.0,18,41,14869.0,0,1
honda,std,four,hardtop,fwd,front,ohc,four,idi,145.0,4250.0,31,18,6295.0,1,0
audi,turbo,four,sedan,rwd,front,ohcv,four,idi,62.0,5200.0,31,34,18344.0,0,1
renault,std,four,sedan,fwd,front,ohc,four,2bbl,68.0,5000.0,31,23,18399.0,0,1
nissan,std,two,hatchback,fwd,front,ohc,four,mpfi,70.0,4150.0,29,29,8495.0,0,1
nissan,std,two,wagon,fwd,front,ohc,four,mpfi,102.0,4500.0,31,24,12440.0,0,1
mitsubishi,std,two,wagon,fwd,front,ohc,six,1bbl,70.0,5500.0,19,25,10698.0,0,1
volkswagen,std,two,hardtop,fwd,front,ohc,four,idi,84.0,5500.0,24,19,22470.0,0,1
mazda,turbo,four,sedan,rwd,front,ohc,four,mpfi,160.0,4800.0,21,38,7898.0,0,1
dodge,std,two,sedan,fwd,front,ohc,four,2bbl,76.0,4800.0,20,34,17450.0,0,1
honda,std,four,sedan,rwd,front,ohc,four,4bbl,86.0,5000.0,23,34,17075.0,0,1
mercedes-benz,std,four,hatchback,rwd,front,ohc,four,mpfi,145.0,4800.0,31,31,5195.0,0,1
volkswagen,std,two,sedan,fwd,front,ohcv,six,idi,102.0,5200.0,37,28,15998.0,1,0
bmw,std,four,hardtop,fwd,front,ohcf,four,2bbl,73.0,4800.0,27,36,5399.0,0,1
alfa-romero,std,two,hatchback,fwd,front,dohc,four,mpfi,110.0,5000.0,24,30,12945.0,0,1
toyota,std,two,wagon,rwd,front,ohc,four,2bbl,110.0,5000.0,26,31,8358.0,1,0
volvo,std,four,hardtop,fwd,front,ohc,eight,2bbl,184.0,4800.0,30,39,5572.0,0,1
toyota,std,two,sedan,rwd,front,ohc,four,4bbl,207.0,5500.0,22,25,6229.0,0,1
volkswagen,std,four,hatchback,fwd,front,ohc,four,mpfi,102.0,4800.0,19,24,19045.0,0,1
toyota,turbo,four,sedan,fwd,front,ohc,five,mpfi,62.0,4800.0,19,34,17199.0,0,1
nissan,std,four,wagon,rwd,front,ohc,four,mpfi,56.0,4500.0,24,25,8449.0,1,0
mercedes-benz,turbo,four,hatchback,fwd,front,dohc,four,mpfi,69.0,5500.0,16,32,8238.0,0,1
nissan,std,four,sedan,rwd,front,ohc,four,mpfi,156.0,4800.0,14,19,12440.0,1,0
volvo,std,four,convertible,fwd,front,ohc,four,idi,110.0,4200.0,24,25,6785.0,1,0
mazda,std,two,sedan,fwd,front,ohcf,six,mpfi,160.0,5200.0,19,32,6377.0,0,1
toyota,std,four,sedan,fwd,front,ohc,four,mpfi,116.0,4350.0,31,47,14489.0,0,1
audi,std,two,sedan,rwd,front,ohc,four,2bbl,68.0,5500.0,23,33,7689.0,0,1
volvo,std,two,sedan,fwd,front,dohc,twelve,idi,145.0,5400.0,30,31,28176.0,0,1
toyota,std,four,wagon,rwd,front,dohc,four,mpfi,68.0,5500.0,23,30,6692.0,1,0
nissan,std,four,wagon,fwd,front,ohc,six,idi,56.0,4350.0,23,20,11048.0,0,1
toyota,turbo,four,sedan,4wd,front,ohc,four,mpfi,68.0,4800.0,21,28,9988.0,1,0
volkswagen,std,two,sedan,fwd,front,ohcv,six,mpfi,70.0,4200.0,21,16,7957.0,0,1
mitsubishi,std,two,sedan,fwd,front,l,five,mpfi,102.0,5000.0,17,38,22018.0,0,1
subaru,std,four,hardtop,fwd,front,ohc,four,mpfi,111.0,5000.0,31,31,7395.0,0,1
bmw,std,four,sedan,rwd,front,ohc,four,mpfi,82.0,5500.0,31,34,14869.0,0,1
alfa-romero,turbo,two,sedan,fwd,front,rotor,four,mpfi,116.0,5000.0,18,19,21485.0,0,1
mazda,std,four,sedan,fwd,front,ohc,four,2bbl,123.0,4800.0,18,22,22470.0,0,1
peugot,std,two,hatchback,fwd,front,ohc,four,mpfi,95.0,5200.0,27,37,6229.0,0,1
plymouth,std,four,wagon,rwd,front,ohc,four,mpfi,70.0,5500.0,23,24,9258.0,0,1
porsche,turbo,four,sedan,fwd,front,ohcf,five,mpfi,95.0,5500.0,27,29,12290.0,0,1
saab,std,four,hatchback,fwd,front,ohc,four,mpfi,70.0,5000.0,14,24,15985.0,0,1
toyota,std,four,sedan,fwd,front,ohc,four,mpfi,152.0,4750.0,24,33,8948.0,0,1
toyota,std,four,sedan,rwd,front,l,four,1bbl,207.0,4800.0,31,22,11259.0,0,1
plymouth,std,two,sedan,rwd,front,ohcv,five,mpfi,116.0,4350.0,24,28,5151.0,0,1
mazda,std,four,wagon,fwd,front,ohc,eight,2bbl,160.0,4400.0,24,24,8558.0,0,1
peugot,std,four,hatchback,rwd,front,ohc,four,mpfi,82.0,5200.0,23,29,9279.0,0,1
